aX,aY,aZ,gX,gY,gZ
0.190,-0.008,0.693,-112.488,-13.000,63.293
0.162,-0.027,0.710,-113.708,-12.085,57.495
0.146,-0.040,0.764,-117.981,-5.981,49.377
0.150,-0.028,0.783,-121.033,-3.967,46.936
0.184,0.024,0.833,-120.056,-3.479,48.584
0.208,0.045,0.839,-122.070,-5.127,51.270
0.265,0.077,0.822,-120.728,-10.071,55.847

0.662,-0.698,1.182,-112.610,24.902,-100.647
0.715,-0.749,1.220,-113.037,31.738,-112.244
0.654,-0.783,1.336,-116.089,34.241,-130.981
0.693,-0.787,1.437,-115.540,27.283,-132.812
0.583,-0.807,1.661,-103.027,-4.333,-144.836
0.514,-0.779,1.725,-107.117,-29.968,-154.175
0.372,-0.676,1.879,-88.501,-25.696,-137.512
0.344,-0.648,1.865,-78.552,-27.344,-132.080
0.308,-0.622,1.847,-60.791,-26.123,-132.019
0.342,-0.607,1.775,-52.856,-22.644,-130.920
0.405,-0.625,1.630,-37.598,-5.798,-124.695
0.400,-0.657,1.556,-30.945,-1.221,-120.850
0.481,-0.660,1.370,-19.958,0.549,-107.361
0.518,-0.685,1.309,-18.555,-0.305,-103.882
0.581,-0.748,1.224,-15.686,-0.244,-103.699
0.601,-0.769,1.206,-13.977,1.709,-106.934
0.606,-0.808,1.238,-17.883,-1.038,-122.131
0.572,-0.783,1.270,-18.372,-0.366,-128.540
0.507,-0.766,1.326,-16.235,-4.211,-131.592
0.463,-0.731,1.352,-17.090,-3.357,-130.676
0.421,-0.724,1.370,-14.771,-2.441,-129.333
0.378,-0.668,1.369,-11.597,-0.244,-124.878
0.372,-0.651,1.349,-6.470,-3.662,-125.488
0.345,-0.615,1.291,0.732,-5.188,-128.418
0.314,-0.622,1.274,5.188,-7.446,-128.906
0.299,-0.638,1.215,11.353,-13.489,-124.023
0.277,-0.647,1.209,12.817,-13.977,-123.840
0.267,-0.615,1.191,13.916,-13.550,-118.896
0.259,-0.582,1.194,14.465,-14.648,-113.647
0.288,-0.479,1.197,17.029,-17.822,-114.685
0.276,-0.456,1.190,19.775,-19.592,-120.178
